screen_name;user_id;full_name;party;created_at
katharina_kloke;959000000000000000;Katharina Kloke;FDP;31.01.2018 09:34
KirstenKappert;955000000000000000;Kirsten Kappert-Gonther;Die_Gruenen;22.01.2018 08:33
TillMansmann;954000000000000000;Till Mansmann;FDP;18.01.2018 17:56
SilberhornMdB;951000000000000000;Thomas Silberhorn;CSU;11.01.2018 16:21
JudithSkudelny;949000000000000000;Judith Skudelny;FDP;04.01.2018 16:46
Mi_Muentefering;948000000000000000;Michelle Müntefering;SPD;01.01.2018 08:04
Jacobi_AfD;944000000000000000;Fabian Jacobi;AfD;22.12.2017 12:21
margit_stumpp;943000000000000000;Margit Stumpp;Die_Gruenen;19.12.2017 11:36
MdB_Schreiber;941000000000000000;Eva-Maria Schreiber;Die Linke;12.12.2017 14:13
Frank_Magnitz;941000000000000000;Frank Magnitz;AfD;12.12.2017 10:43
EstherDilcher;939000000000000000;Esther Dilcher;SPD;08.12.2017 11:21
MBiadaczMdB;936000000000000000;Marc Biadacz;CDU;29.11.2017 10:17
busen_mdb;936000000000000000;Karlheinz Busen;FDP;28.11.2017 17:04
G_UllrichFDP;935000000000000000;Gerald Ullrich;FDP;28.11.2017 10:32
Philipp_Amthor;934000000000000000;Philipp Amthor;CDU;24.11.2017 11:10
MieruchMario;933000000000000000;Mario Mieruch;AfD;21.11.2017 11:19
Schmidt_MdB;931000000000000000;Stefan Schmidt;Die_Gruenen;15.11.2017 09:15
reuther_bernd;930000000000000000;Bernd Reuther;FDP;14.11.2017 13:08
axel_knoerig;929000000000000000;Axel Knoerig;CDU;10.11.2017 13:17
MdB_Freihold;926000000000000000;Brigitte Freihold;Die Linke;01.11.2017 12:39
reinholdmdb;926000000000000000;Hagen Reinhold;FDP;01.11.2017 09:36
ChrWirthMdB;920000000000000000;Christian Wirth;AfD;17.10.2017 07:45
Martin_Sichert;918000000000000000;Martin Sichert;AfD;12.10.2017 09:19
JuergenBraunAfD;918000000000000000;Jürgen Braun;AfD;10.10.2017 14:18
HartmutEbbing;917000000000000000;Hartmut Ebbing;FDP;08.10.2017 08:57
olafinderbeek;913000000000000000;Olaf In der Beek;FDP;28.09.2017 09:02
SiemtjeMoeller;912000000000000000;Siemtje Moeller;SPD;25.09.2017 09:13
SteffenKotre;912000000000000000;Steffen Kotré;AfD;25.09.2017 07:53
koehler_fdp;899000000000000000;Lukas Köhler;FDP;18.08.2017 17:26
EspendillerM;885000000000000000;Michael Espendiller;AfD;12.07.2017 16:03
SchaeferCDU;874000000000000000;Anita Schäfer;CDU;13.06.2017 03:51
carina_konrad;874000000000000000;Carina Konrad;FDP;12.06.2017 16:38
CorinnaMiazga;869000000000000000;Corinna Miazga;AfD;28.05.2017 09:34
NKleinwaechter;866000000000000000;Norbert Kleinwächter;AfD;20.05.2017 13:21
S_Muenzenmaier;864000000000000000;Sebastian Münzenmaier;AfD;14.05.2017 07:30
sandra_weeser;858000000000000000;Sandra Weeser;FDP;29.04.2017 16:50
GottfriedCurio;849000000000000000;Gottfried Curio;AfD;02.04.2017 19:31
Nienaber_Ralf;846000000000000000;Ralf Nienaber;AfD;26.03.2017 18:24
RitaHaglKehl;837000000000000000;Rita Hagl-Kehl;SPD;28.02.2017 12:27
Rene_Springer;832000000000000000;René Springer;AfD;14.02.2017 16:33
c_bernstiel;830000000000000000;Christoph Bernstiel;CDU;10.02.2017 16:07
VoepelDirk;829000000000000000;Dirk Vöpel;SPD;07.02.2017 18:11
HoubenReinhard;825000000000000000;Reinhard Houben;FDP;27.01.2017 19:55
hans_michelbach;824000000000000000;Hans Michelbach;CSU;25.01.2017 11:45
M_HarderKuehnel;816000000000000000;Mariana Harder-Kühnel;AfD;01.01.2017 23:21
JoanaCotar;815000000000000000;Joana Cotar;AfD;30.12.2016 23:04
mischrodi;807000000000000000;Michael Schrodi;SPD;08.12.2016 21:34
Dr_Rainer_Kraft;804000000000000000;Dr. Rainer Kraft;AfD;30.11.2016 20:49
Tino_Chrupalla;797000000000000000;Tino Chrupalla;AfD;11.11.2016 18:02
Paul_Podolay;774000000000000000;Paul Podolay;AfD;09.09.2016 18:07
Bruno_Hollnagel;761000000000000000;Bruno Hollnagel;AfD;03.08.2016 17:00
Karsten_Hilse;760000000000000000;Karsten Hilse;AfD;01.08.2016 18:45
Marcus_Buehl;729000000000000000;Marcus Bühl;AfD;08.05.2016 17:19
Jochen_Haug;717000000000000000;Jochen Haug;AfD;04.04.2016 19:52
CarstenTraeger;3577737256;Carsten Träger;SPD;07.09.2015 14:21
vonGottberg_AfD;3412973404;Wilhelm von Gottberg;AfD;10.08.2015 15:30
Jan_Nolte_AfD;3408940048;Jan Nolte;AfD;08.08.2015 17:13
Gminder_AfD;3386357374;Franziska Gminder;AfD;21.07.2015 20:14
HessenkemperAfD;3386315381;Heiko Hessenkemper;AfD;21.07.2015 20:24
Herrmann_AfD;3386302239;Lars Herrmann;AfD;21.07.2015 20:52
WaldemarHerdt;3384824825;Waldemar Herdt;AfD;20.07.2015 19:02
Ulrich_Oehme;3384795790;Ulrich Oehme;AfD;20.07.2015 17:50
PeterFelser;3384789731;Peter Felser;AfD;20.07.2015 18:34
Friedhoff_AfD;3383505179;Dietmar Friedhoff;AfD;19.07.2015 19:44
Thomas_Ehrhorn;3242322815;Thomas Ehrhorn;AfD;08.05.2015 19:41
JensKestnerAfD;3242258055;Jens Kestner;AfD;08.05.2015 19:25
Siegbert_Droese;3184216371;Siegbert Dröse;AfD;19.04.2015 19:12
Heiko_Wildberg;3183992596;Heiko Wildberg;AfD;19.04.2015 17:46
Nicole_Hoechst;3105025175;Nicole Höchst;AfD;22.03.2015 15:50
BerndBaumannAfD;3043727333;Bernd Baumann;AfD;17.02.2015 21:57
